l1_cat,l2_cat,l3_cat,l4_cat,l5_cat,l6_cat,l7_cat,l8_cat,l9_cat,l10_cat,l11_cat
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Bushings & Bushed Bearings,Tapered Locking Bushings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Flexure Bearings & Pivot Bearings,,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Fluid Bearings,,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Insert Bearings,,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Jewel Bearings,,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Linear Bearings,Linear Ball Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Linear Bearings,Linear Roller Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Linear Bearings,Track Runner Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Mounted Bearings,Cartridge Block Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Mounted Bearings,Flange Block Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Mounted Bearings,Hanger Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Mounted Bearings,Pillow Block Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Mounted Bearings,Take-up Block Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Precision Balls,,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Rod End Bearings,,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Roller Bearings,Crossed,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Roller Bearings,Cylindrical,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Roller Bearings,Needle,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Roller Bearings,Spherical,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Roller Bearings,Tapered,,,,,,
Industrial & Scientific,Power Transmission Products,"Bearings, Balls & Bushings",Roller Bearings,Thrust,,,,,,
Industrial & Scientific,Power Transmission Products,Belts,Belt & Chain Tensioners,,,,,,,
Industrial & Scientific,Power Transmission Products,Belts,Conveyor Belts,,,,,,,
Industrial & Scientific,Power Transmission Products,Belts,Round & O-Ring Belts,,,,,,,
Industrial & Scientific,Power Transmission Products,Belts,Timing Belts,,,,,,,
Industrial & Scientific,Power Transmission Products,Belts,V-belts,,,,,,,
Industrial & Scientific,Power Transmission Products,Brakes & Clutches,Accessories,,,,,,,
Industrial & Scientific,Power Transmission Products,Brakes & Clutches,Assemblies,,,,,,,
Industrial & Scientific,Power Transmission Products,Brakes & Clutches,Clutches,,,,,,,
Industrial & Scientific,Power Transmission Products,Chains,Roller Chains,,,,,,,
Industrial & Scientific,Power Transmission Products,Control Cables & Accessories,Accessories,,,,,,,
Industrial & Scientific,Power Transmission Products,Control Cables & Accessories,Assemblies,,,,,,,
Industrial & Scientific,Power Transmission Products,Control Cables & Accessories,Control Cables,,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Beam,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Bellows,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Double Loop,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Multi-Flex,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Pinhole Disc,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Roller Chain,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Sliding Block,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Slotted Disc,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Spider,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Flexible Couplings,Tire,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Rigid Couplings,Set Screw,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Shaft Collars,Clamp-On,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Shaft Collars,Heat-Shrinkable,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Shaft Collars,Quick-Lock,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Shaft Collars,Set-screw Shaft Collars,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Shaft-hub Locking Devices,,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Universal Joints,Ball & Socket,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Universal Joints,Needle-Bearing,,,,,,
Industrial & Scientific,Power Transmission Products,"Couplings, Collars & Universal Joiners",Universal Joints,Pin & Block,,,,,,
Industrial & Scientific,Power Transmission Products,Enclosures & Cases,,,,,,,,
Industrial & Scientific,Power Transmission Products,Gear Stock & Pinion Wire,,,,,,,,
Industrial & Scientific,Power Transmission Products,"Gearboxes, Gearheads & Speed Reducers",,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Bevel Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Change Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Gear Blanks,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Helical Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Internal Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Miter Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Rack & Pinion Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Spur Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Gears,Worm Gears,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Ball Screws,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Ball Slides,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Ball Splines,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Cross Roller Guides,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Bearings,Linear Ball Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Bearings,Linear Roller Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Bearings,Track Runner Bearings,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Motion Actuators,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Motion Guide Actuators,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Motion Guides,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Motion Lead Screws,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Linear Motion Threaded Rods,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Roller Tables,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Shaft Support Blocks,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Slide Packs,,,,,,,
Industrial & Scientific,Power Transmission Products,Linear Motion Products,Slide Rails,,,,,,,
Industrial & Scientific,Power Transmission Products,Lubricants & Oils,,,,,,,,
Industrial & Scientific,Power Transmission Products,Magnet Wire,,,,,,,,
Industrial & Scientific,Power Transmission Products,Power Take-offs (PTOs),,,,,,,,
Industrial & Scientific,Power Transmission Products,Pulleys & Sheaves,Flat Belt Pulleys,,,,,,,
Industrial & Scientific,Power Transmission Products,Pulleys & Sheaves,Idler Belt Pulleys,,,,,,,
Industrial & Scientific,Power Transmission Products,Pulleys & Sheaves,Round Belt Pulleys,,,,,,,
Industrial & Scientific,Power Transmission Products,Pulleys & Sheaves,Timing Belt Pulleys,,,,,,,
Industrial & Scientific,Power Transmission Products,Pulleys & Sheaves,Timing Pulley Flanges,,,,,,,
Industrial & Scientific,Power Transmission Products,Pulleys & Sheaves,V-belt Pulleys & Sheaves,,,,,,,
Industrial & Scientific,Power Transmission Products,Ratchets & Pawls,,,,,,,,
Industrial & Scientific,Power Transmission Products,Shafting,Drive Shafts,,,,,,,
Industrial & Scientific,Power Transmission Products,Shafting,Flexible Shafts,,,,,,,
Industrial & Scientific,Power Transmission Products,Shafting,Keyed Shafts,,,,,,,
Industrial & Scientific,Power Transmission Products,Shafting,Precision Shafts,,,,,,,
Industrial & Scientific,Power Transmission Products,Shafting,Rotary Shafts,,,,,,,
Industrial & Scientific,Power Transmission Products,Shock & Vibration Control,Shock Absorbers,,,,,,,
Industrial & Scientific,Power Transmission Products,Shock & Vibration Control,Vibration Damping Clamps,,,,,,,
Industrial & Scientific,Power Transmission Products,Shock & Vibration Control,Vibration Damping Compounds,,,,,,,
Industrial & Scientific,Power Transmission Products,Shock & Vibration Control,Vibration Damping Mounts,,,,,,,
Industrial & Scientific,Power Transmission Products,Shock & Vibration Control,Vibration Damping Pads,,,,,,,
Industrial & Scientific,Power Transmission Products,Shock & Vibration Control,Vibration Sensors,,,,,,,
Industrial & Scientific,Power Transmission Products,Springs,Air,,,,,,,
Industrial & Scientific,Power Transmission Products,Springs,Compression,,,,,,,
Industrial & Scientific,Power Transmission Products,Springs,Constant Force,,,,,,,
Industrial & Scientific,Power Transmission Products,Springs,Extension,,,,,,,
Industrial & Scientific,Power Transmission Products,Springs,Gas,,,,,,,
Industrial & Scientific,Power Transmission Products,Springs,Torsion,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Anesthesia,Anaesthesia Circuits,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Anesthesia,Anesthesia Syringes & Needles,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Anesthesia,Injectable Anesthesics,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Bonding Agents & Adhesives,Adhesives,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Bonding Agents & Adhesives,Amalgamators,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Bonding Agents & Adhesives,Bonding Agents,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Bonding Agents & Adhesives,Cements,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Bonding Agents & Adhesives,Etchants & Pastes,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Bonding Agents & Adhesives,Mixing Machines,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Bonding Agents & Adhesives,Temporary Filling Materials,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Consumables & Dispensers,Bib Holders,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Consumables & Dispensers,Cotton Rolls,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Consumables & Dispensers,Dental Bibs,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Consumables & Dispensers,Tray Paper,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Cosmetics & Restoratives,Acrylics,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Cosmetics & Restoratives,Amalgams & Alloys,,,,,,,
Industrial & Scientific,Professional Dental Supplies,Cosmetics & Restoratives,Articulating Paper & Film,,,,,,,
