L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Entry
"Books, Music & Movies",Books,Books,"Crime, Mystery and Thrillers",Books,"Crime, Mystery and Thrillers",Mystery,"['Books, Literature & Fiction, Crime, Mystery and Thrillers, Mystery']"
"Books, Music & Movies",Books,Books,"Crime, Mystery and Thrillers",Books,"Crime, Mystery and Thrillers",Thrillers and Suspense,"['Books, Literature & Fiction, Crime, Mystery and Thrillers, Thrillers and Suspense']"
"Books, Music & Movies",Books,Books,"Crime, Thriller & Mystery",Books,"Crime, Thriller & Mystery",Crime,"['Books, Crime, Thriller & Mystery, Crime']"
"Books, Music & Movies",Books,Books,Audible Books & Originals,Books,"Crime, Thriller & Mystery","Mystery, Thriller & Suspense","['Audible Books & Originals, Mystery, Thriller & Suspense', 'Books, Crime, Thriller & Mystery, Mystery']"
"Books, Music & Movies",Books,Books,"Crime, Thriller & Mystery",Books,"Crime, Thriller & Mystery",Thrillers and Suspense,"['Books, Crime, Thriller & Mystery, Thrillers and Suspense']"
"Books, Music & Movies",Books,Books,"Crime, Thriller and Mystery",Books,"Crime, Thriller and Mystery",eBook,"['Kindle eBooks, Crime, Thriller and Mystery']"
"Books, Music & Movies",Books,Books,"Biographies, Diaries and True Accounts",Books,Diaries & Journals,"Diaries, Letters & Journals","['Kindle eBooks, Biographies, Diaries and True Accounts, Diaries, Letters & Journals']"
"Books, Music & Movies",Books,Books,Diaries & Journals,Books,Diaries & Journals,Journal,"['Books, Biographies, Diaries & True Accounts, Diaries & Journals']"
"Books, Music & Movies",Books,Books,Digital Media & Graphic Design,Books,Digital Books,Kindle eBooks,"['Kindle eBooks, Computing, Internet and Digital Media, Digital Media & Graphic Design']"
"Books, Music & Movies",Books,Books,Digital Books,Books,Digital Books,eBook,"['Kindle eBooks, Computing, Internet and Digital Media, Hardware & Handheld Devices']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Digital Media & Graphic Design,Digital Design,"['Kindle eBooks, Textbooks, Engineering, Electrical & Electronic Engineering, Digital Design']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Early Learning,Alphabet,"['Books, Children's Books, Early Learning, Alphabet']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Early Learning,Colours,"['Books, Children's Books, Early Learning, Colours']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Early Learning,Numbers & Counting,"['Books, Children's Books, Early Learning, Numbers & Counting']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Early Learning,Opposites,"['Books, Children's Books, Early Learning, Opposites']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Early Learning,"Rhymes, Verse & Wordplay","['Books, Children's Books, Early Learning, Rhymes, Verse & Wordplay']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Early Learning,Sense & Sensation,"['Books, Children's Books, Early Learning, Sense & Sensation']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Early Learning,Words,"['Books, Children's Books, Early Learning, Words']"
"Books, Music & Movies",Books,Books,Society & Social Sciences,Books,Education & Learning,Education,"['Books, Society & Social Sciences, Education', 'Kindle eBooks, Social Sciences, Education']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Education & Learning,Education & Teaching,"['Kindle eBooks, Foreign Language eBooks, Education & Teaching']"
"Books, Music & Movies",Books,Books,Teaching & Education,Books,Education & Learning,Elementary Education,"['Books, Higher Education Textbooks, Teaching & Education, Elementary Education']"
"Books, Music & Movies",Books,Books,Education & Reference,Books,Education & Reference,Atlases,"['Books, Teen & Young Adult, Education & Reference, Reference, Atlases']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Books & Libraries,"['Books, Children's Books, Education & Reference, Books & Libraries']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Education & Reference,Communications,"['Kindle eBooks, Textbooks, Communication & Journalism, Communications']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Composition & Creative Writing,"['Books, Children's Books, Education & Reference, Reading & Writing, Composition & Creative Writing', 'Books, Teen & Young Adult, Education & Reference, Language Skills, Composition & Creative Writing']"
"Books, Music & Movies",Books,Books,Education & Reference,Books,Education & Reference,Dictionaries,"['Books, Teen & Young Adult, Education & Reference, Reference, Dictionaries']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Education & Reference,Educational Philosophy,"['Books, Higher Education Textbooks, Teaching & Education, Educational Philosophy']"
"Books, Music & Movies",Books,Books,Education & Reference,Books,Education & Reference,Encyclopaedias,"['Books, Teen & Young Adult, Education & Reference, Reference, Encyclopaedias']"
"Books, Music & Movies",Books,Books,Education & Reference,Books,Education & Reference,Foreign Language Study,"['Books, Teen & Young Adult, Education & Reference, Foreign Language Study']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Government,"['Books, Children's Books, Education & Reference, Government']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Grammar,"['Books, Children's Books, Education & Reference, Reading & Writing, Grammar', 'Books, Teen & Young Adult, Education & Reference, Language Skills, Grammar']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Jobs & Careers,"['Books, Children's Books, Education & Reference, Jobs & Careers']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Education & Reference,Journalism,"['Books, Higher Education Textbooks, Communication & Journalism, Journalism']"
"Books, Music & Movies",Books,Books,Reference,Books,Education & Reference,Library & Information Science,"['Books, Reference, Library & Information Science']"
"Books, Music & Movies",Books,Books,Education & Reference,Books,Education & Reference,Mathematics,"['Books, Teen & Young Adult, Education & Reference, Mathematics', 'Books, Children's Books, Education & Reference, Math, Arithmetic']"
"Books, Music & Movies",Books,Books,Reference,Books,Education & Reference,Reading Skills,"['Books, Reference, Words, Language & Grammar, Reading Skills', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Reading Skills']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,School & Education,"['Books, Children's Books, Education & Reference, School & Education', 'Books, Teen & Young Adult, Education & Reference, School & Education']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Science Studies,"['Books, Children's Books, Education & Reference, Science Studies', 'Books, Teen & Young Adult, Education & Reference, Science Studies']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Study & Revision Guides,"['Books, Children's Books, Education & Reference, Study & Revision Guides']"
"Books, Music & Movies",Books,Books,Education & Reference,Books,Education & Reference,Study Aids,"['Books, Teen & Young Adult, Education & Reference, Study Aids']"
"Books, Music & Movies",Books,Children's Books,Education & Reference,Books,Education & Reference,Vocabulary & Spelling,"['Books, Children's Books, Education & Reference, Reading & Writing, Vocabulary & Spelling', 'Books, Teen & Young Adult, Education & Reference, Language Skills, Vocabulary & Spelling']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Engineering Textbooks,Aeronautical Engineering,"['Books, Higher Education Textbooks, Engineering Textbooks, Aeronautical Engineering', 'Kindle eBooks, Textbooks, Engineering, Aeronautical Engineering']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Engineering Textbooks,Civil Engineering,"['Kindle eBooks, Textbooks, Engineering, Civil Engineering']"
"Books, Music & Movies",Books,Higher Education Textbooks,Engineering Textbooks,Books,Engineering Textbooks,Computer Science,"['Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Operating Systems']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Engineering Textbooks,Electrical & Electronic Engineering,"['Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Circuits']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Engineering Textbooks,Engineering,"['Kindle eBooks, Textbooks, Engineering, Computer Science, Security & Encryption', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Programming Languages', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Networking', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Web Development & Design', 'Kindle eBooks, Textbooks, Engineering, Electrical & Electronic Engineering, Signal Processing', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Database Storage & Design']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Engineering Textbooks,Engineering Science,"['Books, Higher Education Textbooks, Engineering Textbooks, Non-Core Engineering, Engineering Science']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Engineering Textbooks,Environmental Engineering,"['Books, Higher Education Textbooks, Engineering Textbooks, Environmental Engineering']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Engineering Textbooks,Mechanical Engineering,"['Kindle eBooks, Textbooks, Engineering, Mechanical Engineering']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Engineering Textbooks,Mechatronics Engineering,"['Books, Higher Education Textbooks, Engineering Textbooks, Mechatronics Engineering']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Aerospace Engineering,"['Books, Engineering, Aerospace Engineering', 'Books, Engineering, Aeronautical Engineering']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Automobile Engineering,"['Books, Engineering, Automobile Engineering']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Biomedical Engineering,"['Books, Engineering, Bioengineering, Biomedical Engineering', 'Books, Engineering, Bioengineering, Biotechnology', 'Books, Engineering, Bioengineering, Medical Engineering']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Biotechnology,"['Books, Engineering, Biotechnology']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Chemical Engineering,"['Books, Engineering, Chemical Engineering, Biochemical Engineering', 'Books, Engineering, Chemical Engineering, Reaction Engineering', 'Books, Engineering, Chemical Engineering, Energy & Fuel Engineering']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Chemical Process Design,"['Books, Engineering, Chemical Engineering, Chemical Process Design']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Civil Engineering,"['Books, Engineering, Civil Engineering, Hydrology', 'Books, Engineering, Civil Engineering, Construction Logistics', 'Books, Engineering, Civil Engineering, Waste Management', 'Books, Engineering, Civil Engineering, Transportation', 'Books, Engineering, Civil Engineering, Structural Engineering', 'Books, Engineering, Civil Engineering, Surveying & Photogrammetry']"
"Books, Music & Movies",Books,Books,Engineering,Books,Engineering,Electrical and Electronic Engineering,"['Books, Engineering, Electrical and Electronic Engineering, Signal Processing', 'Books, Engineering, Electrical and Electronic Engineering, Digital Design', 'Books, Engineering, Electrical and Electronic Engineering, Electronics, Optoelectronics', 'Books, Engineering, Electrical and Electronic Engineering, Electronics, Sensors', 'Books, Engineering, Electrical and Electronic Engineering, Power Systems', 'Books, Engineering, Electrical and Electronic Engineering, Circuits', 'Books, Engineering, Electrical and Electronic Engineering, Electronics, Microelectronics', 'Books, Engineering, Electrical and Electronic Engineering, Electronics, Semiconductors', 'Books, Engineering, Electrical and Electronic Engineering, Electric Machinery & Motors']"
