L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Entry
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Games & Activities,"['Books, Teen & Young Adult, Hobbies & Games, Games & Activities, Questions & Answers']"
"Books, Music & Movies",Books,Books,"Crafts, Home and Lifestyle",Books,Other,Games & Quizzes,"['Kindle eBooks, Crafts, Home and Lifestyle, Games & Quizzes', 'Books, Crafts, Hobbies & Home, Games & Quizzes']"
"Books, Music & Movies",Books,Children's Books,"Science, Nature & Technology",Books,Other,Gardening,"['Books, Children's Books, Science, Nature & Technology, Nature, Gardening', 'Kindle eBooks, Crafts, Home and Lifestyle, Gardening']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Other,Gay & Lesbian Studies,"['Books, Higher Education Textbooks, Social Sciences, Gay & Lesbian Studies']"
"Books, Music & Movies",Books,Books,"Sciences, Technology & Medicine",Books,Other,General,"['Books, Sciences, Technology & Medicine, Medicine, General']"
"Books, Music & Movies",Books,Books,"Sciences, Technology & Medicine",Books,Other,Geography,"['Books, Sciences, Technology & Medicine, Geography', 'Books, Teen & Young Adult, Science & Technology, Earth Sciences, Geography']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Geology,"['Books, Teen & Young Adult, Science & Technology, Earth Sciences, Geology']"
"Books, Music & Movies",Books,Books,Children's Books,Books,Other,Health,"['Books, Children's Books, Growing Up & Facts of Life, Health, Sexuality & Pregnancy', 'Books, Children's Books, Growing Up & Facts of Life, Health, Personal Hygiene', 'Books, Children's Books, Growing Up & Facts of Life, Health, Drugs & Substance Abuse', 'Books, Children's Books, Growing Up & Facts of Life, Health, Fitness', 'Books, Children's Books, Literature & Fiction, Growing Up & Facts of Life, Health, Maturing']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,"Health, Fitness & Dieting","['Kindle eBooks, Foreign Language eBooks, Health, Fitness & Dieting']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,History,"['Kindle eBooks, Foreign Language eBooks, History']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Hobbies & Games,"['Books, Teen & Young Adult, Hobbies & Games, Antiques & Collectibles']"
"Books, Music & Movies",Books,Children's Books,Geography & Cultures,Books,Other,Home,"['Books, Children's Books, Geography & Cultures, Where We Live, Home']"
"Books, Music & Movies",Books,Books,Crafts & Hobbies Books,Books,Other,Home & House Maintenance,"['Books, Crafts, Hobbies & Home, Home & House Maintenance']"
"Books, Music & Movies",Books,Books,Medicine and Health Sciences Textbooks,Books,Other,Home Care,"['Books, Medicine and Health Sciences Textbooks, Medicine, Clinical, Home Care']"
"Books, Music & Movies",Books,Books,Science Fiction & Fantasy,Books,Other,Horror,"['Books, Science Fiction & Fantasy, Horror', 'Books, Literature & Fiction, Science Fiction and Fantasy, Horror']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,How Things Work,"['Books, Teen & Young Adult, Science & Technology, Technology, How Things Work']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Humour & Entertainment,"['Kindle eBooks, Foreign Language eBooks, Humour & Entertainment']"
"Books, Music & Movies",Books,Children's Books,Arts & Photography,Books,Other,Instruction & Study,"['Books, Children's Books, Arts & Photography, Music, Instruction & Study']"
"Books, Music & Movies",Books,Books,Reference,Books,Other,Instruments & Supplies,"['Books, Medicine and Health Sciences Textbooks, Reference, Instruments & Supplies']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Law,"['Kindle eBooks, Foreign Language eBooks, Law']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,"Lesbian, Gay, Bisexual & Transgender eBooks","['Kindle eBooks, Foreign Language eBooks, Lesbian, Gay, Bisexual & Transgender eBooks']"
"Books, Music & Movies",Books,Books,"Crafts, Hobbies & Home",Books,Other,Lifestyle & Personal Style Guides,"['Books, Crafts, Hobbies & Home, Lifestyle & Personal Style Guides']"
"Books, Music & Movies",Books,Books,Specialty Travel,Books,Other,Literary,"['Books, Travel & Tourism, Specialty Travel, Literary & Religious, Literary']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Other,Literature,"['Books, Higher Education Textbooks, Humanities, Literature, English Literature', 'Books, Higher Education Textbooks, Humanities, Literature, World Literature, Asian']"
"Books, Music & Movies",Books,Books,Romance,Books,Other,Medical,"['Books, Romance, Romance in Uniform, Medical']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Medical eBooks,"['Kindle eBooks, Foreign Language eBooks, Medical eBooks']"
"Books, Music & Movies",Books,Books,Romance,Books,Other,Military,"['Books, Romance, Romance in Uniform, Military', 'Kindle eBooks, Romance, Romance in Uniform, Military']"
"Books, Music & Movies",Books,Books,"Crafts, Home and Lifestyle",Books,Other,Models & Model Railroading,"['Kindle eBooks, Crafts, Home and Lifestyle, Models & Model Railroading']"
"Books, Music & Movies",Books,Books,Children and Young Adults,Books,Other,Money & Jobs,"['Kindle eBooks, Children and Young Adults, Money & Jobs']"
"Books, Music & Movies",Books,Books,Sports,Books,Other,Motorcycle Racing,"['Books, Sports, Motor Sports, Motorcycle Racing']"
"Books, Music & Movies",Books,Children's Books,Growing Up & Facts of Life,Books,Other,Multiculturalism & Tolerance,"['Books, Children's Books, Growing Up & Facts of Life, Friendship, Social Skills & School Life, Multiculturalism & Tolerance']"
"Books, Music & Movies",Books,Books,Biographies,Books,Other,Music,"['Books, Teen & Young Adult, Biographies, Music', 'Books, Children's Books, Arts & Photography, Music, Instruments', 'Books, Children's Books, Arts & Photography, Music, History']"
"Books, Music & Movies",Books,Children's Books,"Science, Nature & Technology",Books,Other,Mystery & Wonders,"['Books, Children's Books, Science, Nature & Technology, Mystery & Wonders']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,"Mystery, Thriller & Suspense","['Kindle eBooks, Foreign Language eBooks, Mystery, Thriller & Suspense']"
"Books, Music & Movies",Books,Books,"Sciences, Technology & Medicine",Books,Other,Nursing Home Care,"['Books, Sciences, Technology & Medicine, Medicine, Clinical, Nursing Home Care']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Other Eastern Religions,"['Books, Teen & Young Adult, Religion & Spirituality, Other Eastern Religions']"
"Books, Music & Movies",Books,Books,Sports,Books,Other,Outdoor Survival Skills,"['Books, Sports, Active Outdoor Pursuits, Outdoor Survival Skills']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Painting,"['Books, Teen & Young Adult, Arts & Photography, Painting', 'Kindle eBooks, Textbooks, Humanities, Visual Arts, Painting']"
"Books, Music & Movies",Books,Books,Children and Young Adults,Books,Other,"Painting, Arts & Music","['Kindle eBooks, Children and Young Adults, Painting, Arts & Music']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Parenting & Relationships,"['Kindle eBooks, Foreign Language eBooks, Parenting & Relationships']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Personal Health,"['Books, Teen & Young Adult, Personal Health, Diseases, Illnesses & Injuries', 'Books, Teen & Young Adult, Personal Health, Physical Impairment', 'Books, Teen & Young Adult, Personal Health, Maturing', 'Books, Teen & Young Adult, Personal Health, Sexuality & Pregnancy']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Personal Hygiene,"['Books, Teen & Young Adult, Personal Health, Personal Hygiene']"
"Books, Music & Movies",Books,Books,"Crafts, Hobbies & Home",Books,Other,Pets & Animal Care,"['Books, Crafts, Hobbies & Home, Pets & Animal Care']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Photography,"['Books, Teen & Young Adult, Arts & Photography, Photography']"
"Books, Music & Movies",Books,Children's Books,Geography & Cultures,Books,Other,Pirates,"['Books, Children's Books, Geography & Cultures, Pirates']"
"Books, Music & Movies",Books,Books,Romance,Books,Other,Police,"['Books, Romance, Romance in Uniform, Police']"
"Books, Music & Movies",Books,Books,eBooks,Books,Other,Political Parties,"['Kindle eBooks, Politics, Political Parties']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Politics & Social Sciences,"['Kindle eBooks, Foreign Language eBooks, Politics & Social Sciences']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Programming,"['Books, Teen & Young Adult, Computers, Programming']"
"Books, Music & Movies",Books,Books,"Language, Linguistics & Writing",Books,Other,Public Speaking,"['Books, Language, Linguistics & Writing, Public Speaking']"
"Books, Music & Movies",Books,Books,Reference,Books,Other,Readers,"['Books, Reference, Words, Language & Grammar, Readers', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Readers']"
"Books, Music & Movies",Books,Children's Books,"Science, Nature & Technology",Books,Other,Recycling & Green Living,"['Books, Children's Books, Science, Nature & Technology, Recycling & Green Living']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Reference,"['Kindle eBooks, Foreign Language eBooks, Reference', 'Books, Medicine and Health Sciences Textbooks, Nursing, Reference']"
"Books, Music & Movies",Books,Books,Specialty Travel,Books,Other,Religious,"['Books, Travel & Tourism, Specialty Travel, Literary & Religious, Religious']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Romance,"['Kindle eBooks, Foreign Language eBooks, Romance']"
"Books, Music & Movies",Books,Books,Biographies,Books,Other,Science & Technology,"['Books, Teen & Young Adult, Biographies, Science & Technology']"
"Books, Music & Movies",Books,Books,Romance,Books,Other,Science Fiction,"['Books, Romance, Science Fiction', 'Kindle eBooks, Romance, Science Fiction']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Other,Self-Esteem & Self-Reliance,"['Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Self-Esteem & Self-Reliance']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Self-Help,"['Kindle eBooks, Foreign Language eBooks, Self-Help']"
"Books, Music & Movies",Books,Reference Books,"Words, Language & Grammar",Books,Other,Sign Language,"['Books, Reference, Words, Language & Grammar, Sign Language']"
"Books, Music & Movies",Books,Children's Books,Early Learning,Books,Other,Size & Shape,"['Books, Children's Books, Early Learning, Size & Shape']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Other,Special Education,"['Books, Higher Education Textbooks, Teaching & Education, Special Education']"
"Books, Music & Movies",Books,Books,"Sciences, Technology & Medicine",Books,Other,Special Topics,"['Books, Sciences, Technology & Medicine, Medicine, Special Topics, History', 'Books, Sciences, Technology & Medicine, Medicine, Special Topics, Lasers in Medicine', 'Books, Sciences, Technology & Medicine, Medicine, Special Topics, Prosthesis', 'Books, Sciences, Technology & Medicine, Medicine, Special Topics, Transportation']"
"Books, Music & Movies",Books,Books,Children and Young Adults,Books,Other,Sport,"['Kindle eBooks, Children and Young Adults, Sport', 'Books, Romance, Sports', 'Kindle eBooks, Romance, Sports']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Sports & Outdoors,"['Books, Teen & Young Adult, Sports & Outdoors, Soccer', 'Books, Teen & Young Adult, Sports & Outdoors, Water Sports', 'Books, Teen & Young Adult, Sports & Outdoors, Camping & Outdoor Activities', 'Books, Teen & Young Adult, Sports & Outdoors, Winter Sports', 'Books, Teen & Young Adult, Sports & Outdoors, Olympics & Paralympics', 'Books, Teen & Young Adult, Sports & Outdoors, Cycling']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Technology,"['Books, Teen & Young Adult, Science & Technology, Technology, Inventions']"
"Books, Music & Movies",Books,Books,Medicine and Health Sciences Textbooks,Books,Other,Test Preparation & Review,"['Books, Medicine and Health Sciences Textbooks, Test Preparation & Review']"
"Books, Music & Movies",Books,Books,Romance,Books,Other,Transgender,"['Kindle eBooks, Romance, LGBTQ+, Transgender']"
"Books, Music & Movies",Books,Books,Reference,Books,Other,Translating,"['Books, Reference, Words, Language & Grammar, Translating', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Translating']"
"Books, Music & Movies",Books,Books,Travel & Tourism,Books,Other,Transport,"['Books, Travel & Tourism, Transport, Road Travel', 'Books, Travel & Tourism, Transport, Air Travel']"
"Books, Music & Movies",Books,Books,"Sciences, Technology & Medicine",Books,Other,Transportation & Automotive,"['Books, Sciences, Technology & Medicine, Transportation & Automotive']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Other,Travel,"['Kindle eBooks, Foreign Language eBooks, Travel', 'Books, Children's Books, Literature & Fiction, Travel', 'Books, Teen & Young Adult, Literature & Fiction, Travel', 'Books, Teen & Young Adult, Travel']"
"Books, Music & Movies",Books,Books,Reference,Books,Other,Word Lists,"['Books, Reference, Words, Language & Grammar, Vocabulary, Slang & Word Lists, Word Lists', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Vocabulary, Slang & Word Lists, Word Lists']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Other,Zoology,"['Books, Teen & Young Adult, Science & Technology, Zoology']"
"Books, Music & Movies",Books,Books,Parenting & Relationships,Books,Parenting & Relationships,Audible Books & Originals,"['Audible Books & Originals, Parenting & Relationships']"
"Books, Music & Movies",Books,Books,Self-Help,Books,Personal Development & Self-Help,Art Therapy,"['Books, Health, Family & Personal Development, Self-Help, Art Therapy & Relaxation']"
"Books, Music & Movies",Books,Books,Self-Help,Books,Personal Development & Self-Help,Communication & Social Skills,"['Books, Health, Family & Personal Development, Self-Help, Communication & Social Skills']"
"Books, Music & Movies",Books,Books,Self-Help,Books,Personal Development & Self-Help,Handwriting Analysis,"['Books, Health, Family & Personal Development, Self-Help, Handwriting Analysis']"
"Books, Music & Movies",Books,Books,Personal Development & Self-Help,Books,Personal Development & Self-Help,eBook,"['Kindle eBooks, Health, Family and Personal Development, Personal Development & Self-Help']"
"Books, Music & Movies",Books,Children's Books,Picture Books,Books,Picture Books,Picture Book,"['Books, Children's Books, Picture Books']"
"Books, Music & Movies",Books,Literature,Poetry,Books,Poetry,Poetry Collection,"['Books, Literature & Fiction, Poetry']"
"Books, Music & Movies",Books,Books,Politics,Books,Political Ideologies,Political Ideologies,"['Books, Politics, Political Ideologies']"
"Books, Music & Movies",Books,Books,Political Ideologies,Books,Political Ideologies,eBook,"['Kindle eBooks, Politics, Political Ideologies']"
"Books, Music & Movies",Books,Books,Politics,Books,Political Theory,Political Theory,"['Books, Politics, Political Theory']"
"Books, Music & Movies",Books,Books,Political Theory,Books,Political Theory,eBook,"['Kindle eBooks, Politics, Political Theory']"
"Books, Music & Movies",Books,Books,Politics,Books,Politics,Freedom & Security,"['Books, Politics, Freedom & Security']"
"Books, Music & Movies",Books,Books,Politics,Books,Politics,Government,"['Kindle eBooks, Politics, Government']"
"Books, Music & Movies",Books,Books,Politics,Books,Politics,International Relations & Globalization,"['Books, Politics, International Relations & Globalization', 'Kindle eBooks, Politics, International Relations & Globalization']"
"Books, Music & Movies",Books,Books,Politics,Books,Politics,Political Parties,"['Books, Politics, Political Parties']"
"Books, Music & Movies",Books,Books,Politics,Books,Politics,Political Structure & Processes,"['Books, Politics, Political Structure & Processes', 'Kindle eBooks, Politics, Political Structure & Processes']"
"Books, Music & Movies",Books,Books,Politics,Books,Politics,Public Administration,"['Books, Politics, Public Administration', 'Kindle eBooks, Politics, Public Administration']"
"Books, Music & Movies",Books,Books,Politics,Books,Politics,eBook,"['Kindle eBooks, Politics, Freedom & Security']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,ActiveX,"['Books, Computers & Internet, Programming & Software Development, Microsoft Programming, ActiveX']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,Ada,"['Books, Computers & Internet, Programming & Software Development, Languages, Ada']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,Assembly Language Programming,"['Books, Computers & Internet, Programming & Software Development, Languages, Assembly Language Programming']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,C,"['Books, Computers & Internet, Programming & Software Development, Languages, C & C++, C']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,C++,"['Books, Computers & Internet, Programming & Software Development, Languages, C & C++, C++']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,Fortran,"['Books, Computers & Internet, Programming & Software Development, Languages, Fortran']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,Java,"['Books, Computers & Internet, Programming & Software Development, Languages, Java']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,Perl,"['Books, Computers & Internet, Programming & Software Development, Languages, Perl']"
"Books, Music & Movies",Books,Books,Computers & Internet,Books,Programming & Software Development,Programming & Software Development,"['Books, Computers & Internet, Programming & Software Development, Game Programming', 'Books, Computers & Internet, Programming & Software Development, Algorithms', 'Books, Computers & Internet, Programming & Software Development, Graphics & Multimedia', 'Books, Computers & Internet, Programming & Software Development, Languages, C#', 'Books, Computers & Internet, Programming & Software Development, APIs', 'Books, Computers & Internet, Programming & Software Development, Languages, Dynamic HTML', 'Books, Computers & Internet, Programming & Software Development, Introduction to Programming', 'Books, Computers & Internet, Programming & Software Development, Languages, PHP', 'Books, Computers & Internet, Programming & Software Development, Device Drivers', 'Books, Computers & Internet, Programming & Software Development, Languages, XHTML', 'Books, Computers & Internet, Programming & Software Development, Languages, C & C++, Microsoft Visual C++', 'Books, Computers & Internet, Programming & Software Development, Software Design, Testing & Engineering, Functional Programming', 'Books, Computers & Internet, Programming & Software Development, Software Design, Testing & Engineering, Object-Oriented Design', 'Books, Computers & Internet, Programming & Software Development, Mobile Phone Programming', 'Books, Computers & Internet, Programming & Software Development, Languages, Delphi', 'Books, Computers & Internet, Programming & Software Development, Interface Design', 'Books, Computers & Internet, Programming & Software Development, Languages, CSS', 'Books, Computers & Internet, Programming & Software Development, Linux & Unix', 'Books, Computers & Internet, Programming & Software Development, Mac OS X', 'Books, Computers & Internet, Programming & Software Development, Microsoft Programming, DirectX', 'Books, Computers & Internet, Programming & Software Development, Compilers']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,Python,"['Books, Computers & Internet, Programming & Software Development, Languages, Python']"
"Books, Music & Movies",Books,Books,Programming & Software Development,Books,Programming & Software Development,XML,"['Books, Computers & Internet, Programming & Software Development, Languages, XML']"
"Books, Music & Movies",Books,Children's Books,Reference,Books,Reference,Almanacks,"['Books, Children's Books, Reference, Almanacks']"
"Books, Music & Movies",Books,Children's Books,Reference,Books,Reference,Dictionaries & Thesauri,"['Books, Children's Books, Reference, Dictionaries & Thesauri', 'Books, Reference, Dictionaries & Thesauruses', 'Books, Textbooks & Study Guides, Reference, Dictionaries & Thesauruses', 'Kindle eBooks, Reference, Dictionaries']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Drug Guides,"['Books, Medicine and Health Sciences Textbooks, Reference, Drug Guides']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Encyclopaedia,"['Books, Reference, Encyclopaedias & Reference Works, Gardening', 'Books, Reference, Encyclopaedias & Reference Works, Cooking', 'Books, Reference, Encyclopaedias & Reference Works, Religion', 'Books, Reference, Encyclopaedias & Reference Works, Medical', 'Books, Reference, Encyclopaedias & Reference Works, Art', 'Books, Reference, Encyclopaedias & Reference Works, History', 'Books, Reference, Encyclopaedias & Reference Works, Music', 'Books, Reference, Encyclopaedias & Reference Works, Military', 'Books, Reference, Encyclopaedias & Reference Works, Mythology & Folklore', 'Books, Reference, Encyclopaedias & Reference Works, Science Fiction & Fantasy', 'Books, Reference, Encyclopaedias & Reference Works, Literature', 'Books, Reference, Encyclopaedias & Reference Works, Business', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Religion', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Business', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Art', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Antiques & Collectibles', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Music', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Literature', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Military', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Cooking', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Science Fiction & Fantasy', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, History', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Gardening', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Medical', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Mythology & Folklore', 'Kindle eBooks, Reference, Encyclopaedias & Reference Works', 'Books, Reference, Encyclopaedias & Reference Works, Antiques & Collectibles', 'Books, Textbooks & Study Guides, Reference, Encyclopaedias & Reference Works, Sports', 'Books, Reference, Encyclopaedias & Reference Works, Sports']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Handwriting,"['Books, Reference, Words, Language & Grammar, Handwriting', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Handwriting']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Kindle Default Dictionaries,"['Kindle eBooks, Reference, Kindle Default Dictionaries']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Library & Information Sciences,"['Kindle eBooks, Reference, Library & Information Sciences']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Medical Dictionaries,"['Books, Medicine and Health Sciences Textbooks, Reference, Medical Dictionaries']"
"Books, Music & Movies",Books,Books,Textbooks & Study Guides,Books,Reference,Reference,"['Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Communication']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Sign Language,"['Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Sign Language']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Speech,"['Books, Reference, Words, Language & Grammar, Speech', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Speech']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Spelling,"['Books, Reference, Words, Language & Grammar, Spelling', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Spelling']"
"Books, Music & Movies",Books,Books,Reference,Books,Reference,Vocabulary,"['Books, Reference, Words, Language & Grammar, Vocabulary, Slang & Word Lists, Vocabulary', 'Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Vocabulary, Slang & Word Lists, Vocabulary']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Agnosticism,"['Books, Religion & Spirituality, New Age & Spirituality, Agnosticism']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Astrology,"['Books, Religion & Spirituality, New Age & Spirituality, Astrology']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Atheism,"['Books, Religion & Spirituality, New Age & Spirituality, Atheism']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Baha'i,"['Books, Religion & Spirituality, Baha'i', 'Kindle eBooks, Religion and Spirituality, Baha'i']"
"Books, Music & Movies",Books,Books,Religion and Spirituality,Books,Religion & Spirituality,Buddhism,"['Kindle eBooks, Religion and Spirituality, Buddhism', 'Books, Religion & Spirituality, Buddhism, Social Group Studies']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religion & Spirituality,Buddhist,"['Books, Religion & Spirituality, Religious Studies, Religious Groups, Buddhist']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religion & Spirituality,Christian,"['Books, Religion & Spirituality, Religious Studies, Religious Groups, Christian']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Christianity,"['Books, Religion & Spirituality, Christianity, Social Group Studies', 'Kindle eBooks, Religion and Spirituality, Christianity']"
"Books, Music & Movies",Books,Books,Religion and Spirituality,Books,Religion & Spirituality,"Fundamentalism, Intolerance & Persecution","['Kindle eBooks, Religion and Spirituality, Fundamentalism, Intolerance & Persecution', 'Books, Religion & Spirituality, Religious Studies, Intolerance, Persecution & Fundamentalism']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religion & Spirituality,Hindu,"['Books, Religion & Spirituality, Religious Studies, Religious Groups, Hindu']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Hinduism,"['Books, Religion & Spirituality, Hinduism, Social Group Studies', 'Kindle eBooks, Religion and Spirituality, Hinduism']"
"Books, Music & Movies",Books,Books,Religion and Spirituality,Books,Religion & Spirituality,History of Religion,"['Kindle eBooks, Religion and Spirituality, History of Religion']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Islam,"['Books, Religion & Spirituality, Islam, Social Group Studies', 'Kindle eBooks, Religion and Spirituality, Islam']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religion & Spirituality,Islamic,"['Books, Religion & Spirituality, Religious Studies, Religious Groups, Islamic']"
"Books, Music & Movies",Books,Books,Religion and Spirituality,Books,Religion & Spirituality,Jainism,"['Kindle eBooks, Religion and Spirituality, Jainism', 'Books, Religion & Spirituality, Jainism']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religion & Spirituality,Jewish,"['Books, Religion & Spirituality, Religious Studies, Religious Groups, Jewish']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Judaism,"['Books, Religion & Spirituality, Judaism, Social Group Studies', 'Kindle eBooks, Religion and Spirituality, Judaism']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Meditation,"['Books, Religion & Spirituality, New Age & Spirituality, Meditation']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Mental & Spiritual Healing,"['Books, Religion & Spirituality, New Age & Spirituality, Mental & Spiritual Healing']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Mysticism,"['Books, Religion & Spirituality, New Age & Spirituality, Mysticism']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Occult & Paranormal,"['Books, Religion & Spirituality, New Age & Spirituality, Occult & Paranormal']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Reincarnation,"['Books, Religion & Spirituality, New Age & Spirituality, Reincarnation']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Religion & Spirituality,Religion & Spirituality,"['Kindle eBooks, Foreign Language eBooks, Religion & Spirituality', 'Books, Teen & Young Adult, Religion & Spirituality, Christianity', 'Books, Teen & Young Adult, Religion & Spirituality, Islam', 'Books, Teen & Young Adult, Religion & Spirituality, Judaism']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Religion & Spirituality,Religious & Spiritual Fiction,"['Books, Literature & Fiction, Religious & Spiritual Fiction']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Shintoism,"['Books, Religion & Spirituality, Shintoism', 'Kindle eBooks, Religion and Spirituality, Shintoism', 'Books, Religion & Spirituality, Religious Studies, Religious Groups, Shinto']"
"Books, Music & Movies",Books,Books,Religion & Spirituality,Books,Religion & Spirituality,Sikhism,"['Books, Religion & Spirituality, Sikhism', 'Kindle eBooks, Religion and Spirituality, Sikhism']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religion & Spirituality,Spirituality,"['Books, Religion & Spirituality, Religious Studies, Spirituality', 'Books, Health, Family & Personal Development, Self-Help, Spiritual']"
"Books, Music & Movies",Books,Books,Religious Studies,Books,Religion & Spirituality,Taoist,"['Books, Religion & Spirituality, Religious Studies, Religious Groups, Taoist']"
